,_id,ltable_ID,rtable_ID,ltable_Brand,ltable_Name,ltable_Amazon_Price,ltable_Original_Price,ltable_Features,ltable_Parameters,ltable_tfidf,rtable_Brand,rtable_Name,rtable_Price,rtable_Description,rtable_Features,rtable_Parameters,rtable_tfidf,label
6606272,6606272,4080,3777,Apple,Unik Case Felt Laptop Sleeve Bag Case Cover for All 13\  13-Inch Laptop Notebook / Macbook Pro / Macbook Unibody / Macbook Air / Ultrabook / Chromebook,$10.99,$25.99,"an unik trendy \ go-green\  sleeve bag, long lasting durable environmetal friendly material.. Capable of storing tablets or Ipad in the external pocket. Protects your laptop from scratches, dints, scrapes, spills and dirt. Multiple side pockets perfect for charger or mouse storage. Universal sleeve bag for All 13\  Macbook Pro/Air and most other ultrabooks/notebooks",13 13 13,inch macbook cover case 13,Apple,Apple MagSafe 60W Power Adapter for MacBook and 13 MacBook Pro White MC461LLA ,$77.99,"MagSafe 60W Power Adapter for MacBook&#174; and 13&#34; MacBook&#174; Pro, Read customer reviews and buy online at Best Buy.","60-watt power adapter,Magnetic DC adapter,LED indicator lights,Travel-friendly design,Compatible with MacBook and 13 MacBook Pro,Powers the lithium-ion battery while system is off, on or in sleep mode. Also charges without the battery present for added convenience.,Disconnects the power cable if it experiences strain to prevent fraying or weakening of the connection.,Display charge status.,DC cable neatly wraps around the adapter for easy portability.,Apple, MacBook, MacBook Pro, FireWire, QuickTime, iTunes and Mac OS are trademarks of Apple Computer, Inc., registered in the U.S. and other countries. Velocity Engine, SuperDrive and iLife are trademarks of Apple Computer,Inc.,To keep your laptop charged and ready to use.",60W 13 MC461LLA 60W MacBook&#174; 13 MacBook&#174; 60 13,mc461lla magsafe 60w macbook apple,0
6674689,6674689,4128,1988,Lenovo,"Lenovo G500 15.6\  Laptop i5-3230Mﾣﾬ 4GB Memory, 1TB Hard Drive, Black",$499.99,$649.99,15.6\  display  Typical 1366 x 768 HD resolution. Energy-efficient LED-backlight.. 3rd Gen Intel? CoreTM i5-3230M processor; Intel? HD Graphics 4000. 4GB system memory for basic multitasking; 1TB hard drive for ample file storage space. DVD/CD burner; Built-in 720p webcam; Bluetooth 4.0 interface syncs with compatible devices; 2 USB 3.0 ports maximize the latest high-speed devices;. Microsoft Windows 8 operating system; Weighs 5.7 lbs. and measures 1.3\  thin,G500 15.6 i5 3230Mﾣﾬ 4GB 1TB 15.6 1366 768 3rd i5 3230M 4000. 4GB 1TB 720p 4.0 2 3.0 8 5.7 1.3,lenovo 1tb i5 4gb 15,Lenovo,Lenovo Group Limited T41024160combo7 ,$208.38,"Lenovo Refurbished - 14.1 ThinkPad Notebook - 4 GB Memory - 160 GB Hard Drive - Black, T41024-160-combo-7.","Processor Manufacturer: Intel,Processor Type: Core i5,Processor Speed: 2.40 GHz,Standard Memory: 4 GB,Memory Technology: DDR3 SDRAM,Hard Drive Capacity: 160 GB,Optical Drive Type: Combo Drive,Optical Media Supported: CD-RW/DVD-ROM,Screen Size: 14.1,Display Screen Type: Active Matrix TFT Color LCD,Ethernet Technology: Gigabit Ethernet,Wireless LAN: Yes,Wireless LAN Standard: IEEE 802.11g/n,FireWire/i.LINK: Yes,Total Number of USB Ports: 4,eSATA: Yes,Operating System: Windows 7 Home Premium,Operating System Architecture: 64-bit,Color: Black,Height: 1.3,Width: 13.2,Depth: 9.4,Limited Warranty: 30 Day",T41024160combo7 14.1 4 160 T41024 160 7. i5 2.40 4 DDR3 160 14.1 802.11g 4 7 64 1.3 13.2 9.4 30,t41024160combo7 lenovo limited group blu,0
6679820,6679820,4133,115,Lenovo,CUK Lenovo Thinkpad T440 14\  i3-4030U Windows 7 Top 10 Best Ultrabook Laptop Notebook Computer for Students and Business,$479.99,,"Processor: Intel Core i3-4030U Dual Core Processor (3M Cache, 1.9GHz) 15W. Hard Drive: 500GB 7200rpm Hard Disk Drive. RAM: 4GB DDR3 1600MHz. Biometric Security: Integrated Fingerprint Reader. A 1-Year Intel Security Mcafee Antivirus Plus License is provided FREE with purchase! Please Contact CUK after purchase to receive your Free License. | A 3-Year Limited Warranty through CUK is provided with purchase",T440 14 i3 4030U 7 10 i3 4030U 3M 1.9GHz 15W. 500GB 7200rpm 4GB DDR3 1600MHz. 1 3,business computer lenovo 10 windows,Lenovo,Lenovo 14 Refurbished Laptop Intel Core i5 4GB Memory 500GB Hard Drive Black L412-4GB-500GB-W7H ,$301.99,"14&#34; Refurbished Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive, Read customer reviews and buy online at Best Buy.","14 LCD display,3rd Gen Intel?? Core??? i5 processor,4GB system memory for basic multitasking,500GB hard drive for serviceable file storage space,Intel?? graphics,Weighs 5.2 lbs. and measures 1.4 thin,Bluetooth interface syncs with compatible devices,Built-in media reader for simple photo transfer,Wireless and wired network connectivity,Windows 7 Home,Built-in webcam,DVD-ROM drive,Basic software package included,Typical 1366 x 768 HD resolution. Supports 720p content.,Smart dual-core, four-way processing performance. Intel Turbo Boost Technology delivers dynamic extra power when you need it, while increasing energy efficiency when you don't.,Adequate high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once.,Holds your growing collection of digital photos, music and videos.,On-processor graphics with shared video memory provide everyday image quality for Internet use, basic photo editing and casual gaming.,Lightweight design with slightly smaller screen for improved portability. 6-cell lithium-ion battery.,Wirelessly transfer photos, music and other media between the laptop and your Bluetooth-enabled cell phone or MP3 player, or connect Bluetooth wireless accessories.,Supports select memory card formats.,Built-in high-speed wireless LAN connects to your network or hotspots on a current Wi-Fi standard. The Gigabit Ethernet LAN port also lets you plug into wired networks.,It's your PC simplified, with fewer steps between you and what you do, easy sharing of photos and videos, and multiple ways to personalize your experience.,Makes it easy to video chat with family and friends or teleconference with colleagues over Skype or other popular applications.,Reads a variety of media formats.,1-month trial of Microsoft Office 365.,Intel, Pentium, Celeron, Core, Atom, Ultrabook, Intel Inside and the Intel Inside logo are trademarks or registered trademarks of Intel Corporation or its subsidiaries in the United States and other countries.",14 i5 4GB 500GB L412 4GB 500GB W7H 14 i5 4GB 500GB 14 3rd i5 4GB 500GB 5.2 1.4 7 1366 768 720p 6 MP3 1 365.,l412 w7h 500gb 4gb lenovo,1
6680909,6680909,4133,4923,Lenovo,CUK Lenovo Thinkpad T440 14\  i3-4030U Windows 7 Top 10 Best Ultrabook Laptop Notebook Computer for Students and Business,$479.99,,"Processor: Intel Core i3-4030U Dual Core Processor (3M Cache, 1.9GHz) 15W. Hard Drive: 500GB 7200rpm Hard Disk Drive. RAM: 4GB DDR3 1600MHz. Biometric Security: Integrated Fingerprint Reader. A 1-Year Intel Security Mcafee Antivirus Plus License is provided FREE with purchase! Please Contact CUK after purchase to receive your Free License. | A 3-Year Limited Warranty through CUK is provided with purchase",T440 14 i3 4030U 7 10 i3 4030U 3M 1.9GHz 15W. 500GB 7200rpm 4GB DDR3 1600MHz. 1 3,business computer lenovo 10 windows,Lenovo,Lenovo LENOVO THINKPAD MINI DOCK SER 433710U ,$123.99,"Lenovo ThinkPad Mini Dock Series 3 for ThinkPad T400s Notebook, 433710U. Read customer reviews and buy online at Best Buy.","Compatible with 15 Apple MacBook Pro with Retina display,2-piece polycarbonate hard shell,Slim, lightweight design,Nonslip feet,Snap-on style,Including the 2014 model to guard your device while allowing access to its ports, buttons and features.,Provides durable protection.,Offers a sleek look with minimal bulk.,Help keep your device securely in place while you type.,Enables secure, easy installation.,Apple, the Apple logo and iTunes are trademarks of Apple Computer, Inc., registered in the U.S. and other countries. iPod is a trademark of Apple Computer, Inc.",433710U 3 T400s 433710U. 15 2 2014,433710u ser dock lenovo mini,1
6701609,6701609,4143,2122,Dell,iPearl mCover Hard Shell Case for 14\  Dell Inspiron 14z Model 5423 Ultrabook laptop (Blue),$19.99,$49.99,"Made of USA-made high-quality translucent DOW polycarbonate material, which is shatter-proof and will protect your 14\ (diagonal) Dell Inspiron 14z model 5423 ultrabook laptop all around.. Designed to perfectly fit the 14-inch Dell Inspiron 14z-5423 series laptop and protect ALL corners.. NOT compatible with 14\  Dell Inspiron 14R or XPS 14 or any other 14\  Dell/non-Dell laptop. NOT compatible with 15\  Dell Inspiron 15Z, Inspiron 15R, Inspiron 15 or Dell XPS 15 laptop.. Designed with Retractable feet at the rear bottom to let you type more comfortably. It also helps to prolong your HP laptop's life with BETTER heat ventilation from features like retractable feet and more wider ventilation slots.. 2-piece light-weight (10.6 oz or 300 g) shell easily snaps on and off.",14 14z 5423 14 14z 5423 14 14z 5423 14 14R 14 14 15 15Z 15R 15 15 2 10.6 300,shell model dell ultrabook inspiron,Dell,"Dell, Inc D630 ",$149.84,"Dell Refurbished - 14.2 Latitude Notebook - 2 GB Memory - 80 GB Hard Drive - Silver, D630. Read customer reviews and buy online at Best Buy.","Processor Manufacturer: Intel,Processor Type: Core 2 Duo,Processor Speed: 2 GHz,Processor Core: Dual-core (2 Core),64-bit Processing: Yes,Standard Memory: 2 GB,Maximum Memory: 4 GB,Memory Technology: DDR2 SDRAM,Hard Drive Capacity: 80 GB,Optical Drive Type: Combo Drive,Optical Media Supported: CD-RW/DVD-ROM,Screen Size: 14.2,Display Screen Type: Active Matrix TFT Color LCD,Ethernet Technology: Fast Ethernet,Wireless LAN: Yes,Wireless LAN Standard: IEEE 802.11g,Total Number of USB Ports: 4,Operating System: Windows 7 Professional,Operating System Architecture: 32-bit,Color: Silver,Height: 1.2,Width: 13.2,Depth: 9.3,Weight (Approximate): 4.90 lb,Limited Warranty: 90 Day",D630 14.2 2 80 D630. 2 2 2 64 2 4 DDR2 80 14.2 802.11g 4 7 32 1.2 13.2 9.3 4.90 90,d630 dell zseries bluelounge blacktop,0
6707269,6707269,4149,3219,Toshiba,Toshiba 15.6\  Satellite Laptop 4GB 500GB | C55-A5249,$307.00,$382.00,Screen Size: 15.6\ . Screen Resolution: 1366 x 768. Processor Type: Intel. Processor Model: Celeron 1037U. Processor Speed: 1.8GHz,15.6 4GB 500GB C55 A5249 15.6 1366 768. 1037U. 1.8GHz,c55 toshiba satellite 500gb 4gb,Acer,Acer Veriton Desktop Intel Core i5 4GB Memory 500GB Hard Drive Black VX2631GI54440X ,$529.99,"Veriton Desktop - Intel Core i5 - 4GB Memory - 500GB Hard Drive, Read customer reviews and buy online at Best Buy.","Microsoft Windows 7 operating system preinstalled,4th Gen Intel?? Core??? i5-4440 processor,Intel?? Core??? i5 processor,Intel?? Turbo Boost Technology,4GB PC3-12800 DDR3 SDRAM,Multiformat DVD??RW/CD-RW drive,500GB Serial ATA hard drive (7200 rpm),Integrated Intel?? HD Graphics 4600,2 USB 3.0 and 4 USB 2.0 ports,Built-in Gigabit Ethernet LAN,Software package included,Upgrade to Windows 10 for free** - it's easy. ,Features a 6MB cache and 3.1GHz processor speed with Turbo Boost up to 3.3GHz.,Features smart 4-way processing performance with a speed boost.,Delivers extra performance when you need it and increased energy efficiency when you don't. Intel?? HD graphics provide extra graphics power for your laptop when you need it.,For multitasking power, expandable to 16GB.,Create custom DVDs and CDs; also supports DVD-RAM.,Provides spacious storage and fast read/write times.,For clear images.,For fast digital video, audio and data transfer.,With RJ-45 connector for quick and easy wired Web connection.,With a 30-day trial of Microsoft Office Starter (product key card required for activation; sold separately).,Intel, Pentium, Celeron, Centrino, Core, Viiv, Intel Inside and the Intel Inside logo are trademarks or registered trademarks of Intel Corporation or its subsidiaries in the United States and other countries.,**Offer valid for qualified Windows devices for one year after Windows 10 upgrade availability. Windows 10 features vary by device. See www.windows.com/windows10specs for details",i5 4GB 500GB VX2631GI54440X i5 4GB 500GB 7 4th i5 4440 i5 4GB PC3 12800 DDR3 500GB 7200 4600 2 3.0 4 2.0 10 6MB 3.1GHz 3.3GHz. 4 16GB. 45 30 10 10 windows10specs,vx2631gi54440x veriton acer desktop 500gb,0
6716090,6716090,4156,1143,Lenovo,Lenovo B50 15.6-Inch Touchscreen Laptop (59433028) Black,$395.82,$449.99,"Intel Pentium N3530 2.16 GHz. 4 GB DDR3 RAM. 500 GB 5400 rpm Hard Drive. 15.6-Inch Touchscreen, Integrated. Windows 8.1, 5-hour battery life",B50 15.6 59433028 N3530 2.16 4 DDR3 500 5400 15.6 8.1 5,inch b50 lenovo touchscreen 15,Lenovo,Lenovo 11.6 ThinkPad Notebook 4 GB Memory 500 GB Hard Drive Black 20D9S00C00 ,$701.84,"11.6 ThinkPad Notebook - 4 GB Memory - 500 GB Hard Drive, Read customer reviews and buy online at Best Buy.","Processor Manufacturer: Intel,Processor Type: Celeron,Processor Model: N2940,Processor Speed: 1.83 GHz,Processor Core: Quad-core (4 Core),Standard Memory: 4 GB,Memory Technology: DDR3L SDRAM,Hard Drive Capacity: 500 GB,Optical Drive Type: No,Screen Size: 11.6,Aspect Ratio: 16:9,Screen Resolution: 1366 x 768,Touchscreen: No,Graphics Controller Manufacturer: Intel,Graphics Controller Model: HD Graphics,Graphics Memory Technology: DDR3L SDRAM,Graphics Memory Accessibility: Shared,Wireless LAN: Yes,Wireless LAN Standard: IEEE 802.11ac,Wimax: No,Ethernet Technology: Gigabit Ethernet,Bluetooth: Yes,WWAN Supported: No,Near Field Communication: No,Webcam: Yes",11.6 4 500 20D9S00C00 11.6 4 500 N2940 1.83 4 4 DDR3L 500 11.6 16:9 1366 768 DDR3L 802.11ac,20d9s00c00 lenovo gb 11 thinkpad,1
6716587,6716587,4156,3831,Lenovo,Lenovo B50 15.6-Inch Touchscreen Laptop (59433028) Black,$395.82,$449.99,"Intel Pentium N3530 2.16 GHz. 4 GB DDR3 RAM. 500 GB 5400 rpm Hard Drive. 15.6-Inch Touchscreen, Integrated. Windows 8.1, 5-hour battery life",B50 15.6 59433028 N3530 2.16 4 DDR3 500 5400 15.6 8.1 5,inch b50 lenovo touchscreen 15,Lenovo,Lenovo Group Limited 42T4790 ,$24.99,"Lenovo Replacement Laptop Keyboard for Lenovo 42T4790 Battery, 42T4790. Read customer reviews and buy online at Best Buy.","Compatibility: IBM Lenovo ThinkPad Notebooks:,Battery Rechargeable: Yes,Battery Size: Proprietary Battery Size,Battery Chemistry: Lithium Ion (Li-Ion),Battery Capacity: 6600 mAh,Output Voltage: 11.1 V DC,Height: 0.8,Width: 8.1,Depth: 2.9,Compatible to OEM Part Number: 42T4708 42T4709 42T4710 42T4712 42T4714 42T4715 42T4731 42T4733 42T4735 42T4737 42T4751 42T4752,E40 E50 EDGE 0578-47B Edge 14 Edge 14 05787UJ Edge 14 05787VJ Edge 14 05787WJ Edge 14 05787XJ,Green Compliant: Yes,Green Compliance Certificate/Authority: RoHS",42T4790 42T4790 42T4790. 6600 11.1 0.8 8.1 2.9 42T4708 42T4709 42T4710 42T4712 42T4714 42T4715 42T4731 42T4733 42T4735 42T4737 42T4751 42T4752 E40 E50 0578 47B 14 14 05787UJ 14 05787VJ 14 05787WJ 14 05787XJ,42t4790 lenovo limited group zseries,1
6730831,6730831,4164,1203,HP,iPearl mCover Hard Shell Case for 15.6\  HP 2000 2xxx series (2000-2aXX 2000-2bXX 2000-2cXX 2000-2dXX) laptop (Aqua),$19.99,$39.99,"Made of USA-made high-quality translucent DOW polycarbonate material, which is shatter-proof and will protect your 15.6\ (diagonal) HP 2000-2xxx series laptop all around.. Designed to perfectly fit the 15.6\  HP 2000-2xxx series laptop and protect ALL corners.. NOT compatible with older 15.6\  HP 2000-1xxx series and DV6 1xxx / 2xxx / 3xxx / 6xxx / 7xxx series laptop. NOT compatible with 15.6\  HP ENVY 6, M6 or HP 2000 laptop.. Designed with Retractable feet at the rear bottom to let you type more comfortably. It also helps to prolong your HP laptop's life with BETTER heat ventilation from features like retractable feet and more wider ventilation slots.. 2-piece light-weight (12 oz or 340 g) shell easily snaps on and off.",15.6 2000 2xxx 2000 2aXX 2000 2bXX 2000 2cXX 2000 2dXX 15.6 2000 2xxx 15.6 2000 2xxx 15.6 2000 1xxx DV6 1xxx 2xxx 3xxx 6xxx 7xxx 15.6 6 M6 2000 2 12 340,shell series hp case 15,HP,HP 15.6 EliteBook Notebook 4 GB Memory and 128 GB Solid State Drive Silver L3Z66UT#ABA ,"$1,079.99","15.6 EliteBook Notebook - 4 GB Memory and 128 GB Solid State Drive, Read customer reviews and buy online at Best Buy.","Processor Manufacturer: Intel,Processor Type: Core i3,Processor Model: i3-5010U,Processor Speed: 2.10 GHz,Processor Core: Dual-core (2 Core),Standard Memory: 4 GB,Memory Technology: DDR3L SDRAM,Solid State Drive Capacity: 128 GB,Optical Drive Type: No,Screen Size: 15.6,Aspect Ratio: 16:9,Screen Resolution: 1920 x 1080,Touchscreen: No,Graphics Controller Manufacturer: Intel,Graphics Controller Model: HD Graphics 5500,Graphics Memory Technology: DDR3L SDRAM,Graphics Memory Accessibility: Shared,Wireless LAN: Yes,Wireless LAN Standard: IEEE 802.11a/b/g/n,Ethernet Technology: Gigabit Ethernet,Bluetooth: Yes,Webcam: Yes,Total Number of USB Ports: 4,Number of USB 3.0 Ports: 4,Network (RJ-45): Yes",15.6 4 128 L3Z66UT#ABA 15.6 4 128 i3 i3 5010U 2.10 2 4 DDR3L 128 15.6 16:9 1920 1080 5500 DDR3L 802.11a 4 3.0 4 45,l3z66ut hp 128 elitebook gb,0
6730897,6730897,4164,1526,HP,iPearl mCover Hard Shell Case for 15.6\  HP 2000 2xxx series (2000-2aXX 2000-2bXX 2000-2cXX 2000-2dXX) laptop (Aqua),$19.99,$39.99,"Made of USA-made high-quality translucent DOW polycarbonate material, which is shatter-proof and will protect your 15.6\ (diagonal) HP 2000-2xxx series laptop all around.. Designed to perfectly fit the 15.6\  HP 2000-2xxx series laptop and protect ALL corners.. NOT compatible with older 15.6\  HP 2000-1xxx series and DV6 1xxx / 2xxx / 3xxx / 6xxx / 7xxx series laptop. NOT compatible with 15.6\  HP ENVY 6, M6 or HP 2000 laptop.. Designed with Retractable feet at the rear bottom to let you type more comfortably. It also helps to prolong your HP laptop's life with BETTER heat ventilation from features like retractable feet and more wider ventilation slots.. 2-piece light-weight (12 oz or 340 g) shell easily snaps on and off.",15.6 2000 2xxx 2000 2aXX 2000 2bXX 2000 2cXX 2000 2dXX 15.6 2000 2xxx 15.6 2000 2xxx 15.6 2000 1xxx DV6 1xxx 2xxx 3xxx 6xxx 7xxx 15.6 6 M6 2000 2 12 340,shell series hp case 15,HP,HP 14 ZBook Notebook 4 GB Memory and 180 GB Solid State Drive Multi L3Z49UT#ABA ,"$1,188.32","14 ZBook Notebook - 4 GB Memory and 180 GB Solid State Drive, Read customer reviews and buy online at Best Buy.","Processor Manufacturer: Intel,Processor Type: Core i5,Processor Model: i5-5200U,Processor Speed: 2.20 GHz,Processor Core: Dual-core (2 Core),Standard Memory: 4 GB,Memory Technology: DDR3L SDRAM,Solid State Drive Capacity: 180 GB,Optical Drive Type: No,Screen Size: 14,Aspect Ratio: 16:9,Screen Resolution: 1600 x 900,Graphics Controller Manufacturer: AMD,Graphics Controller Model: FirePro M4150,Graphics Memory Capacity: Up to 1 GB,Graphics Memory Technology: GDDR5,Graphics Memory Accessibility: Dedicated,Wireless LAN: Yes,Wireless LAN Standard: IEEE 802.11a/b/g/n,Ethernet Technology: Gigabit Ethernet,Bluetooth: Yes,Near Field Communication: Yes,Webcam: Yes,Finger Print Reader: Yes,Total Number of USB Ports: 4",14 4 180 L3Z49UT#ABA 14 4 180 i5 i5 5200U 2.20 2 4 DDR3L 180 14 16:9 1600 900 M4150 1 GDDR5 802.11a 4,l3z49ut zbook 180 hp gb,0
